"date","TA","Pr","WS","WD","QV"
2018-01-04 05:00:00,259.85,102390,7.2,320,0.000222072746140479
2018-01-04 06:00:00,258.75,102410,7.7,330,0.000179759794833275
2018-01-04 07:00:00,258.15,102430,6.2,330,0.000160030728185184
2018-01-04 08:00:00,257.55,102480,7.7,330,0.00014994724022935
2018-01-04 09:00:00,257.05,102540,8.2,330,0.000135941641252168
2018-01-04 10:00:00,256.45,102550,5.7,330,0.000120854588923799
2018-01-04 11:00:00,255.95,102570,5.7,320,0.000114408877991911
2018-01-04 12:00:00,255.95,102610,5.1,320,0.000109461416124669
2018-01-04 13:00:00,255.95,102680,6.2,320,0.000109386793233889
2018-01-04 14:00:00,255.95,102670,7.2,330,0.000109397447416965
2018-01-04 15:00:00,257.05,102710,6.7,340,0.000128798579787826
2018-01-04 16:00:00,258.15,102780,7.2,350,0.000144930084355299
2018-01-04 17:00:00,259.85,102730,5.1,340,0.000183139584552268
2018-01-04 18:00:00,260.95,102660,6.2,340,0.000214892541630248
2018-01-04 19:00:00,261.45,102620,5.7,320,0.000238558850411087
2018-01-04 20:00:00,262.05,102640,5.1,320,0.000253881023010175
2018-01-04 21:00:00,262.05,102660,5.1,340,0.000253831562878075
2018-01-04 22:00:00,260.95,102690,5.1,350,0.000226252089693044
2018-01-04 23:00:00,259.85,102730,5.7,320,0.000201428888012658
2018-01-05 00:00:00,259.25,102760,5.1,320,0.000188953424961295
2018-01-05 01:00:00,258.75,102770,4.6,330,0.000170086729623659
2018-01-05 02:00:00,258.15,102780,3.1,330,0.000159485772703488
2018-01-05 03:00:00,257.55,102770,3.6,320,0.000143175879907294
2018-01-05 04:00:00,257.55,102760,4.6,320,0.000149538666142923
2018-01-05 05:00:00,257.05,102790,3.6,310,0.000135611012816061
2018-01-05 06:00:00,257.05,102780,4.6,310,0.000141637611032128
2018-01-05 07:00:00,256.45,102750,4.1,310,0.00012709808385934
2018-01-05 08:00:00,255.95,102780,4.1,300,0.000120307718798827
2018-01-05 09:00:00,255.35,102820,3.6,310,0.000106856635416076
2018-01-05 10:00:00,255.35,102840,4.6,300,0.000106835854323347
2018-01-05 11:00:00,255.35,102880,4.6,320,0.000102215982533583
2018-01-05 12:00:00,255.35,102910,4.6,310,0.000102186184922882
2018-01-05 13:00:00,254.85,102970,4.1,310,9.1672567564527e-05
2018-01-05 14:00:00,256.45,103000,5.7,330,0.000115168115012095
2018-01-05 15:00:00,257.05,103060,6.7,320,0.000128361170968232
2018-01-05 16:00:00,258.15,103120,6.2,340,0.000144452233050001
2018-01-05 17:00:00,259.85,103110,4.6,340,0.000190554897827239
2018-01-05 18:00:00,260.35,103070,7.7,330,0.000192429232625384
2018-01-05 19:00:00,260.95,103060,5.1,320,0.00020497037474282
2018-01-05 20:00:00,261.45,103100,6.2,340,0.000215888427610581
2018-01-05 21:00:00,261.45,103130,5.7,330,0.000225395059627604
2018-01-05 22:00:00,260.95,103210,4.6,330,0.000204672483615172
2018-01-05 23:00:00,259.25,103270,5.1,310,0.000170948449935003
2018-01-06 00:00:00,259.25,103310,4.1,320,0.000178458962759311
2018-01-06 01:00:00,258.75,103370,4.1,320,0.000161920151574172
2018-01-06 02:00:00,257.55,103420,4.1,320,0.00014227601544735
2018-01-06 03:00:00,257.55,103450,4.6,330,0.000134984440834165
2018-01-06 04:00:00,257.05,103460,4.1,310,0.000127864898996205
2018-01-06 05:00:00,256.45,103450,3.6,310,0.000119803174629266
2018-01-06 06:00:00,256.45,103450,4.1,330,0.000119803174629266
2018-01-06 07:00:00,255.95,103470,2.6,320,0.000108551620382394
2018-01-06 08:00:00,255.95,103530,3.6,320,0.00010848871031025
2018-01-06 09:00:00,255.35,103570,3.1,310,9.63089267809938e-05
2018-01-06 10:00:00,255.35,103610,4.1,300,9.62717455447329e-05
2018-01-06 11:00:00,254.85,103670,3.6,310,8.71117834842126e-05
2018-01-06 12:00:00,254.85,103660,4.6,310,8.71201870724069e-05
2018-01-06 13:00:00,254.25,103690,3.6,320,8.51789344897195e-05
2018-01-06 14:00:00,254.85,103730,3.6,310,9.5938955853386e-05
2018-01-06 15:00:00,257.05,103780,3.1,320,0.000134317367998909
2018-01-06 16:00:00,259.25,103830,3.6,320,0.000177565211479176
2018-01-06 17:00:00,260.95,103790,4.6,340,0.000212552943405544
2018-01-06 18:00:00,262.05,103740,2.6,360,0.000238507768415888
2018-01-06 19:00:00,263.75,103660,0,0,0.000272320466203778
2018-01-06 20:00:00,263.15,103610,0,0,0.000256190463274642
2018-01-06 21:00:00,263.75,103580,0,0,0.000258638727498378
2018-01-06 22:00:00,263.15,103550,0,0,0.000267704645639245
2018-01-06 23:00:00,262.55,103490,2.1,200,0.000251792748332449
2018-01-07 00:00:00,262.05,103410,2.6,220,0.000251990618476715
2018-01-07 01:00:00,260.95,103440,2.6,210,0.000236488318221101
2018-01-07 02:00:00,260.95,103430,3.6,200,0.000259756629421955
2018-01-07 03:00:00,260.35,103280,3.1,190,0.000232092123297916
2018-01-07 04:00:00,259.25,103230,3.1,170,0.000206683933160324
2018-01-07 05:00:00,259.85,103170,5.1,180,0.000182358534225104
2018-01-07 06:00:00,259.85,103050,3.6,180,0.000190665846194478
2018-01-07 07:00:00,260.35,102940,6.2,180,0.000232858694424325
2018-01-07 08:00:00,260.95,102870,5.1,180,0.000261170673377866
2018-01-07 09:00:00,263.15,102750,6.2,190,0.000342759911614019
2018-01-07 10:00:00,263.75,102650,5.7,180,0.000383780358244988
2018-01-07 11:00:00,263.15,102550,7.2,190,0.00041278874835592
2018-01-07 12:00:00,263.75,102410,6.7,180,0.000505512304872815
2018-01-07 13:00:00,264.85,102330,9.3,190,0.000543202878567755
2018-01-07 14:00:00,265.35,102250,7.7,180,0.000571825241512745
2018-01-07 15:00:00,266.45,102190,7.7,190,0.000665674760706998
2018-01-07 16:00:00,267.55,102150,8.8,200,0.00081239357263096
2018-01-07 17:00:00,268.15,102070,9.3,210,0.00094248771368007
